;ID;Trial;Time;Montage;Dose;Groups;Lag;Side;Entropy;Replica;Teste
403;GSR;4;14.0;2;0;SHAM-AC;14;R;0.07102215;0;
404;GSR;5;16.5;2;3;SHAM-AC;16;R;0.0398047;1;AN
405;GSR;6;24.0;2;0;SHAM-AC;10;R;0.06343295;0;
406;GSR;7;26.5;2;3;SHAM-AC;11;R;0.09930574;1;AN
407;GSR;8;34.0;2;0;SHAM-AC;15;R;0.04866216;0;
408;GSR;9;36.5;2;1;SHAM-AC;15;R;0.07072323;2;AN
409;GSR;10;44.0;2;0;SHAM-AC;15;R;0.09406396;0;
410;GSR;11;46.5;2;1;SHAM-AC;15;R;0.09437039;2;AN
411;GSR;12;54.0;2;0;SHAM-AC;12;R;0.06603982;0;
412;GSR;13;56.5;2;1;SHAM-AC;12;R;0.0853118;2;AN
413;GSR;14;64.0;2;0;SHAM-AC;11;R;0.09738784;0;
414;GSR;15;66.5;2;2;SHAM-AC;12;R;0.06097114;3;AN
415;GSR;16;74.0;2;0;SHAM-AC;11;R;0.04867095;0;
416;GSR;17;76.5;2;2;SHAM-AC;14;R;0.1224906;3;AN
417;GSR;18;84.0;2;0;SHAM-AC;10;R;0.05718483;0;
418;GSR;19;86.5;2;2;SHAM-AC;11;R;0.0845387;3;AN
419;GSR;20;94.0;2;0;SHAM-AC;15;R;0.05264494;0;
420;KPR;1;2.0;0;0;baseline;20;R;0.0370988;0;
421;KPR;2;4.0;0;0;AC;20;R;0.03250642;0;
422;KPR;3;6.5;0;1;AC;20;R;0.01660701;1;
423;KPR;4;14.0;0;0;AC;20;R;0.02620464;0;
424;KPR;5;16.5;0;1;AC;20;R;0.03752861;1;
425;KPR;6;24.0;0;0;AC;12;R;0.06984284;0;
426;KPR;7;26.5;0;1;AC;19;R;0.03510463;1;
427;KPR;8;34.0;0;0;AC;10;R;0.07161261;0;
428;KPR;9;36.5;0;2;AC;12;R;0.05834904;2;
429;KPR;10;44.0;0;0;AC;10;R;0.07885937;0;
430;KPR;11;46.5;0;2;AC;11;R;0.04845973;2;
431;KPR;12;54.0;0;0;AC;10;R;0.05758469;0;
432;KPR;13;56.5;0;2;AC;9;R;0.05147008;2;
433;KPR;14;64.0;0;0;AC;20;R;0.04879652;0;
434;KPR;15;66.5;0;3;AC;20;R;0.03270363;3;
435;KPR;16;74.0;0;0;AC;20;R;0.03270363;0;
436;KPR;17;76.5;0;3;AC;20;R;0.04034865;3;
437;KPR;18;84.0;0;0;AC;19;R;0.02896746;0;
438;KPR;19;86.5;0;3;AC;20;R;0.02133808;3;
439;KPR;20;94.0;0;0;AC;9;R;0.05724486;0;
440;KPR;1;2.0;1;0;baseline;20;R;0.0412803;0;
441;KPR;2;4.0;1;0;CC;20;R;0.04416423;0;
442;KPR;3;6.5;1;2;CC;20;R;0.03303286;1;
443;KPR;4;14.0;1;0;CC;20;R;0.03253212;0;
444;KPR;5;16.5;1;2;CC;20;R;0.03064621;1;
445;KPR;6;24.0;1;0;CC;19;R;0.0195513;0;
446;KPR;7;26.5;1;2;CC;20;R;0.02989495;1;
447;KPR;8;34.0;1;0;CC;20;R;0.01375641;0;
448;KPR;9;36.5;1;3;CC;20;R;0.02661171;2;
449;KPR;10;44.0;1;0;CC;19;R;0.02143566;0;
450;KPR;11;46.5;1;3;CC;20;R;0.0248402;2;
451;KPR;12;54.0;1;0;CC;20;R;0.01715029;0;
452;KPR;13;56.5;1;3;CC;20;R;0.02611372;2;
453;KPR;14;64.0;1;0;CC;20;R;0.0289058;0;
454;KPR;15;66.5;1;1;CC;10;R;0.04679945;3;
455;KPR;16;74.0;1;0;CC;20;R;0.03489366;0;
456;KPR;17;76.5;1;1;CC;20;R;0.02953485;3;
457;KPR;18;84.0;1;0;CC;20;R;0.02161462;0;
458;KPR;19;86.5;1;1;CC;20;R;0.02030551;3;
459;KPR;20;94.0;1;0;CC;20;R;0.02547602;0;
460;KPR;1;2.0;2;0;baseline;9;R;0.06062416;0;
461;KPR;2;4.0;2;0;SHAM-AC;19;R;0.03129684;0;
462;KPR;3;6.5;2;3;SHAM-AC;20;R;0.02361734;1;AN
463;KPR;4;14.0;2;0;SHAM-AC;7;R;0.05606009;0;
464;KPR;5;16.5;2;3;SHAM-AC;20;R;0.02437665;1;AN
465;KPR;6;24.0;2;0;SHAM-AC;20;R;0.03611874;0;
466;KPR;7;26.5;2;3;SHAM-AC;20;R;0.02818766;1;AN
467;KPR;8;34.0;2;0;SHAM-AC;17;R;0.0269058;0;
468;KPR;9;36.5;2;1;SHAM-AC;20;R;0.02454678;2;AN
469;KPR;10;44.0;2;0;SHAM-AC;7;R;0.04373595;0;
470;KPR;11;46.5;2;1;SHAM-AC;20;R;0.01810265;2;AN
471;KPR;12;54.0;2;0;SHAM-AC;20;R;0.02665323;0;
472;KPR;13;56.5;2;1;SHAM-AC;20;R;0.0129765;2;AN
473;KPR;14;64.0;2;0;SHAM-AC;20;R;0.02617378;0;
474;KPR;15;66.5;2;2;SHAM-AC;20;R;0.02038948;3;AN
475;KPR;16;74.0;2;0;SHAM-AC;20;R;0.0170354;0;
476;KPR;17;76.5;2;2;SHAM-AC;20;R;0.0213222;3;AN
477;KPR;18;84.0;2;0;SHAM-AC;20;R;0.03276653;0;
478;KPR;19;86.5;2;2;SHAM-AC;20;R;0.02106048;3;AN
479;KPR;20;94.0;2;0;SHAM-AC;20;R;0.02106048;0;
480;LS;1;2.0;1;0;baseline;11;R;0.06813412;0;
481;LS;2;4.0;1;0;CC;9;R;0.05348416;0;
482;LS;3;6.5;1;1;CC;11;R;0.05382953;1;
483;LS;4;14.0;1;0;CC;8;R;0.05679295;0;
484;LS;5;16.5;1;1;CC;9;R;0.06497628;1;
485;LS;6;24.0;1;0;CC;9;R;0.03810284;0;
486;LS;7;26.5;1;1;CC;9;R;0.06464439;1;
487;LS;8;34.0;1;0;CC;20;R;0.03776306;0;
488;LS;9;36.5;1;2;CC;8;R;0.05299255;2;
489;LS;10;44.0;1;0;CC;20;R;0.03440009;0;
490;LS;11;46.5;1;2;CC;20;R;0.03407016;2;
491;LS;12;54.0;1;0;CC;20;R;0.02470781;0;
492;LS;13;56.5;1;2;CC;20;R;0.03344516;2;
493;LS;14;64.0;1;0;CC;20;R;0.02159881;0;
494;LS;15;66.5;1;3;CC;20;R;0.01809284;3;
495;LS;16;74.0;1;0;CC;20;R;0.02433203;0;
496;LS;17;76.5;1;3;CC;20;R;0.03278452;3;
497;LS;18;84.0;1;0;CC;20;R;0.03348558;0;
498;LS;19;86.5;1;3;CC;20;R;0.02987564;3;
499;LS;20;94.0;1;0;CC;20;R;0.0419186;0;
500;LS;1;2.0;2;0;baseline;13;R;0.0578806;0;
501;LS;2;4.0;2;0;SHAM-CC;9;R;0.05875598;0;
502;LS;3;6.5;2;2;SHAM-CC;20;R;0.03682969;1;CC
503;LS;4;14.0;2;0;SHAM-CC;11;R;0.0307078;0;
504;LS;5;16.5;2;2;SHAM-CC;11;R;0.04424884;1;CC
505;LS;6;24.0;2;0;SHAM-CC;12;R;0.03826562;0;
506;LS;7;26.5;2;2;SHAM-CC;12;R;0.06100669;1;CC
507;LS;8;34.0;2;0;SHAM-CC;10;R;0.04082356;0;
508;LS;9;36.5;2;3;SHAM-CC;10;R;0.03933628;2;CC
509;LS;10;44.0;2;0;SHAM-CC;12;R;0.03798097;0;
510;LS;11;46.5;2;3;SHAM-CC;9;R;0.07196052;2;CC
511;LS;12;54.0;2;0;SHAM-CC;20;R;0.0321265;0;
512;LS;13;56.5;2;3;SHAM-CC;10;R;0.0431306;2;CC
513;LS;14;64.0;2;0;SHAM-CC;20;R;0.02031965;0;
514;LS;15;66.5;2;1;SHAM-CC;9;R;0.03839269;3;CC
515;LS;16;74.0;2;0;SHAM-CC;20;R;0.02598;0;
516;LS;17;76.5;2;1;SHAM-CC;20;R;0.03844379;3;CC
517;LS;18;84.0;2;0;SHAM-CC;20;R;0.03010994;0;
518;LS;19;86.5;2;1;SHAM-CC;20;R;0.01966008;3;CC
519;LS;20;94.0;2;0;SHAM-CC;11;R;0.0462543;0;
520;LS;1;2.0;0;0;baseline;12;R;0.07597931;0;
521;LS;2;4.0;0;0;AC;20;R;0.01954945;0;
522;LS;3;6.5;0;3;AC;20;R;0.03064617;1;
523;LS;4;14.0;0;0;AC;20;R;0.03647612;0;
524;LS;5;16.5;0;3;AC;7;R;0.03241513;1;
525;LS;6;24.0;0;0;AC;20;R;0.03022961;0;
526;LS;7;26.5;0;3;AC;20;R;0.02907764;1;
527;LS;8;34.0;0;0;AC;20;R;0.02096983;0;
528;LS;9;36.5;0;1;AC;7;R;0.04640813;2;
529;LS;10;44.0;0;0;AC;20;R;0.03292562;0;
530;LS;11;46.5;0;1;AC;19;R;0.03363983;2;
531;LS;12;54.0;0;0;AC;20;R;0.02127714;0;
532;LS;13;56.5;0;1;AC;20;R;0.02714047;2;
533;LS;14;64.0;0;0;AC;20;R;0.02021013;0;
534;LS;15;66.5;0;2;AC;6;R;0.04712572;3;
535;LS;16;74.0;0;0;AC;20;R;0.02057382;0;
536;LS;17;76.5;0;2;AC;20;R;0.03101789;3;
537;LS;18;84.0;0;0;AC;20;R;0.01572188;0;
538;LS;19;86.5;0;2;AC;20;R;0.02458595;3;
539;LS;20;94.0;0;0;AC;20;R;0.02750078;0;
540;MBC;1;2.0;2;0;baseline;8;R;0.1059762;0;
541;MBC;2;4.0;2;0;SHAM-CC;9;R;0.0602211;0;
542;MBC;3;6.5;2;2;SHAM-CC;8;R;0.04303711;1;CC
543;MBC;4;14.0;2;0;SHAM-CC;18;R;0.04156454;0;
544;MBC;5;16.5;2;2;SHAM-CC;9;R;0.05678734;1;CC
545;MBC;6;24.0;2;0;SHAM-CC;20;R;0.03114863;0;
546;MBC;7;26.5;2;2;SHAM-CC;9;R;0.04511188;1;CC
547;MBC;8;34.0;2;0;SHAM-CC;10;R;0.0408368;0;
548;MBC;9;36.5;2;3;SHAM-CC;20;R;0.03006271;2;CC
549;MBC;10;44.0;2;0;SHAM-CC;7;R;0.04506801;0;
550;MBC;11;46.5;2;3;SHAM-CC;10;R;0.04809236;2;CC
551;MBC;12;54.0;2;0;SHAM-CC;20;R;0.0261176;0;
552;MBC;13;56.5;2;3;SHAM-CC;20;R;0.02354118;2;CC
553;MBC;14;64.0;2;0;SHAM-CC;8;R;0.05233875;0;
554;MBC;15;66.5;2;1;SHAM-CC;8;R;0.07049246;3;CC
555;MBC;16;74.0;2;0;SHAM-CC;10;R;0.06219207;0;
556;MBC;17;76.5;2;1;SHAM-CC;20;R;0.04293207;3;CC
557;MBC;18;84.0;2;0;SHAM-CC;20;R;0.03440908;0;
558;MBC;19;86.5;2;1;SHAM-CC;20;R;0.03291819;3;CC
559;MBC;20;94.0;2;0;SHAM-CC;20;R;0.03999514;0;
560;MBC;1;2.0;0;0;baseline;20;R;0.06059432;0;
561;MBC;2;4.0;0;0;AC;20;R;0.04324324;0;
562;MBC;3;6.5;0;3;AC;10;R;0.06240693;1;
563;MBC;4;14.0;0;0;AC;20;R;0.03604493;0;
564;MBC;5;16.5;0;3;AC;8;R;0.05752802;1;
565;MBC;6;24.0;0;0;AC;12;R;0.04661077;0;
566;MBC;7;26.5;0;3;AC;14;R;0.06780107;1;
567;MBC;8;34.0;0;0;AC;20;R;0.03125741;0;
568;MBC;9;36.5;0;1;AC;12;R;0.05515443;2;
569;MBC;10;44.0;0;0;AC;20;R;0.04030461;0;
570;MBC;11;46.5;0;1;AC;9;R;0.05979434;2;
571;MBC;12;54.0;0;0;AC;8;R;0.06467664;0;
572;MBC;13;56.5;0;1;AC;10;R;0.06052797;2;
573;MBC;14;64.0;0;0;AC;20;R;0.0307893;0;
574;MBC;15;66.5;0;2;AC;20;R;0.03434482;3;
575;MBC;16;74.0;0;0;AC;8;R;0.07191518;0;
576;MBC;17;76.5;0;2;AC;12;R;0.05265423;3;
577;MBC;18;84.0;0;0;AC;20;R;0.02906511;0;
578;MBC;19;86.5;0;2;AC;20;R;0.03401292;3;
579;MBC;20;94.0;0;0;AC;20;R;0.03278472;0;
580;MBC;1;2.0;1;0;baseline;8;R;0.06767453;0;
581;MBC;2;4.0;1;0;CC;20;R;0.03751677;0;
582;MBC;3;6.5;1;1;CC;20;R;0.03020482;1;
583;MBC;4;14.0;1;0;CC;20;R;0.03288204;0;
584;MBC;5;16.5;1;1;CC;8;R;0.04224048;1;
585;MBC;6;24.0;1;0;CC;20;R;0.04006386;0;
586;MBC;7;26.5;1;1;CC;11;R;0.04694318;1;
587;MBC;8;34.0;1;0;CC;20;R;0.04193503;0;
588;MBC;9;36.5;1;2;CC;19;R;0.0240311;2;
589;MBC;10;44.0;1;0;CC;19;R;0.02876701;0;
590;MBC;11;46.5;1;2;CC;12;R;0.03633725;2;
591;MBC;12;54.0;1;0;CC;20;R;0.0409233;0;
592;MBC;13;56.5;1;2;CC;20;R;0.05061175;2;
593;MBC;14;64.0;1;0;CC;20;R;0.02924961;0;
594;MBC;15;66.5;1;3;CC;9;R;0.05281051;3;
595;MBC;16;74.0;1;0;CC;20;R;0.02741319;0;
596;MBC;17;76.5;1;3;CC;8;R;0.05518294;3;
597;MBC;18;84.0;1;0;CC;20;R;0.0369663;0;
598;MBC;19;86.5;1;3;CC;20;R;0.03320461;3;
599;MBC;20;94.0;1;0;CC;20;R;0.03535424;0;
600;MCLS;1;2.0;2;0;baseline;10;R;0.1021332;0;
601;MCLS;2;4.0;2;0;SHAM-AC;13;R;0.08990894;0;
602;MCLS;3;6.5;2;3;SHAM-AC;12;R;0.05654533;1;AN
603;MCLS;4;14.0;2;0;SHAM-AC;13;R;0.07513173;0;
604;MCLS;5;16.5;2;3;SHAM-AC;10;R;0.08358511;1;AN
605;MCLS;6;24.0;2;0;SHAM-AC;15;R;0.06513441;0;
606;MCLS;7;26.5;2;3;SHAM-AC;10;R;0.0852973;1;AN
607;MCLS;8;34.0;2;0;SHAM-AC;9;R;0.0705285;0;
608;MCLS;9;36.5;2;1;SHAM-AC;8;R;0.1012367;2;AN
609;MCLS;10;44.0;2;0;SHAM-AC;10;R;0.05371954;0;
610;MCLS;11;46.5;2;1;SHAM-AC;8;R;0.1014856;2;AN
611;MCLS;12;54.0;2;0;SHAM-AC;7;R;0.04841457;0;
612;MCLS;13;56.5;2;1;SHAM-AC;9;R;0.08552806;2;AN
613;MCLS;14;64.0;2;0;SHAM-AC;8;R;0.09823218;0;
614;MCLS;15;66.5;2;2;SHAM-AC;20;R;0.04738132;3;AN
615;MCLS;16;74.0;2;0;SHAM-AC;8;R;0.09348393;0;
616;MCLS;17;76.5;2;2;SHAM-AC;8;R;0.09272243;3;AN
617;MCLS;18;84.0;2;0;SHAM-AC;10;R;0.06724402;0;
618;MCLS;19;86.5;2;2;SHAM-AC;9;R;0.09544371;3;AN
619;MCLS;20;94.0;2;0;SHAM-AC;9;R;0.06637476;0;
620;MCLS;1;2.0;0;0;baseline;7;R;0.07253425;0;
621;MCLS;2;4.0;0;0;AC;20;R;0.03744836;0;
622;MCLS;3;6.5;0;1;AC;20;R;0.03346462;1;
623;MCLS;4;14.0;0;0;AC;20;R;0.03894295;0;
624;MCLS;5;16.5;0;1;AC;20;R;0.03300076;1;
625;MCLS;6;24.0;0;0;AC;9;R;0.05255898;0;
626;MCLS;7;26.5;0;1;AC;7;R;0.06460671;1;
627;MCLS;8;34.0;0;0;AC;7;R;0.0528712;0;
628;MCLS;9;36.5;0;2;AC;10;R;0.05831239;2;
629;MCLS;10;44.0;0;0;AC;6;R;0.05444838;0;
630;MCLS;11;46.5;0;2;AC;7;R;0.06431457;2;
631;MCLS;12;54.0;0;0;AC;7;R;0.07854801;0;
632;MCLS;13;56.5;0;2;AC;8;R;0.05207864;2;
633;MCLS;14;64.0;0;0;AC;19;R;0.04002386;0;
634;MCLS;15;66.5;0;3;AC;12;R;0.06278909;3;
635;MCLS;16;74.0;0;0;AC;18;R;0.03167516;0;
636;MCLS;17;76.5;0;3;AC;10;R;0.09431838;3;
637;MCLS;18;84.0;0;0;AC;4;R;0.03098798;0;
638;MCLS;19;86.5;0;3;AC;9;R;0.06606707;3;
639;MCLS;20;94.0;0;0;AC;10;R;0.06976015;0;
640;MCLS;1;2.0;1;0;baseline;8;R;0.05875571;0;
641;MCLS;2;4.0;1;0;CC;9;R;0.05225349;0;
642;MCLS;3;6.5;1;2;CC;9;R;0.04024745;1;
643;MCLS;4;14.0;1;0;CC;15;R;0.04147519;0;
644;MCLS;5;16.5;1;2;CC;8;R;0.08543309;1;
645;MCLS;6;24.0;1;0;CC;20;R;0.02902434;0;
646;MCLS;7;26.5;1;2;CC;8;R;0.05905196;1;
647;MCLS;8;34.0;1;0;CC;20;R;0.03436663;0;
648;MCLS;9;36.5;1;3;CC;9;R;0.06935535;2;
649;MCLS;10;44.0;1;0;CC;20;R;0.03468852;0;
650;MCLS;11;46.5;1;3;CC;20;R;0.04451564;2;
651;MCLS;12;54.0;1;0;CC;19;R;0.03534302;0;
652;MCLS;13;56.5;1;3;CC;19;R;0.03534302;2;
653;MCLS;14;64.0;1;0;CC;19;R;0.02435399;0;
654;MCLS;15;66.5;1;1;CC;7;R;0.03694948;3;
655;MCLS;16;74.0;1;0;CC;6;R;0.04494905;0;
656;MCLS;17;76.5;1;1;CC;7;R;0.08105338;3;
657;MCLS;18;84.0;1;0;CC;20;R;0.02500585;0;
658;MCLS;19;86.5;1;1;CC;7;R;0.05903569;3;
659;MCLS;20;94.0;1;0;CC;18;R;0.03611587;0;
660;MCM;1;2.0;2;0;baseline;14;R;0.0617779;0;
661;MCM;2;4.0;2;0;SHAM-CC;11;R;0.05674834;0;
662;MCM;3;6.5;2;2;SHAM-CC;20;R;0.04581765;1;CC
663;MCM;4;14.0;2;0;SHAM-CC;11;R;0.0644155;0;
664;MCM;5;16.5;2;2;SHAM-CC;10;R;0.07397125;1;CC
665;MCM;6;24.0;2;0;SHAM-CC;14;R;0.03353204;0;
666;MCM;7;26.5;2;2;SHAM-CC;9;R;0.08282557;1;CC
667;MCM;8;34.0;2;0;SHAM-CC;20;R;0.03894159;0;
668;MCM;9;36.5;2;3;SHAM-CC;13;R;0.04658485;2;CC
669;MCM;10;44.0;2;0;SHAM-CC;12;R;0.03369454;0;
670;MCM;11;46.5;2;3;SHAM-CC;11;R;0.05863909;2;CC
671;MCM;12;54.0;2;0;SHAM-CC;11;R;0.04423508;0;
672;MCM;13;56.5;2;3;SHAM-CC;20;R;0.04614743;2;CC
673;MCM;14;64.0;2;0;SHAM-CC;10;R;0.03338446;0;
674;MCM;15;66.5;2;1;SHAM-CC;20;R;0.02579185;3;CC
675;MCM;16;74.0;2;0;SHAM-CC;20;R;0.0256765;0;
676;MCM;17;76.5;2;1;SHAM-CC;20;R;0.02877126;3;CC
677;MCM;18;84.0;2;0;SHAM-CC;20;R;0.02545217;0;
678;MCM;19;86.5;2;1;SHAM-CC;7;R;0.0666863;3;CC
679;MCM;20;94.0;2;0;SHAM-CC;11;R;0.04066902;0;
680;MCM;1;2.0;0;0;baseline;20;R;0.02923664;0;
681;MCM;2;4.0;0;0;AC;20;R;0.01452239;0;
682;MCM;3;6.5;0;3;AC;20;R;0.02035431;1;
683;MCM;4;14.0;0;0;AC;20;R;0.01977814;0;
684;MCM;5;16.5;0;3;AC;20;R;0.01823262;1;
685;MCM;6;24.0;0;0;AC;20;R;0.01996224;0;
686;MCM;7;26.5;0;3;AC;20;R;0.01541817;1;
687;MCM;8;34.0;0;0;AC;18;R;0.02336019;0;
688;MCM;9;36.5;0;1;AC;20;R;0.01302063;2;
689;MCM;10;44.0;0;0;AC;20;R;0.03081437;0;
690;MCM;11;46.5;0;1;AC;20;R;0.02400031;2;
691;MCM;12;54.0;0;0;AC;20;R;0.03808783;0;
692;MCM;13;56.5;0;1;AC;20;R;0.01918103;2;
693;MCM;14;64.0;0;0;AC;20;R;0.02298117;0;
694;MCM;15;66.5;0;2;AC;20;R;0.01237012;3;
695;MCM;16;74.0;0;0;AC;9;R;0.01470386;0;
696;MCM;17;76.5;0;2;AC;20;R;0.02405903;3;
697;MCM;18;84.0;0;0;AC;20;R;0.01951393;0;
698;MCM;19;86.5;0;2;AC;20;R;0.01530515;3;
699;MCM;20;94.0;0;0;AC;20;R;0.02913734;0;
700;MCM;1;2.0;1;0;baseline;7;R;0.05212676;0;
701;MCM;2;4.0;1;0;CC;20;R;0.03287702;0;
702;MCM;3;6.5;1;1;CC;20;R;0.02461981;1;
703;MCM;4;14.0;1;0;CC;14;R;0.02747234;0;
704;MCM;5;16.5;1;1;CC;19;R;0.04181698;1;
705;MCM;6;24.0;1;0;CC;12;R;0.03390808;0;
706;MCM;7;26.5;1;1;CC;20;R;0.01803916;1;
707;MCM;8;34.0;1;0;CC;15;R;0.04412774;0;
708;MCM;9;36.5;1;2;CC;18;R;0.020022;2;
709;MCM;10;44.0;1;0;CC;20;R;0.03582754;0;
710;MCM;11;46.5;1;2;CC;20;R;0.02174401;2;
711;MCM;12;54.0;1;0;CC;16;R;0.02667938;0;
712;MCM;13;56.5;1;2;CC;19;R;0.0227283;2;
713;MCM;14;64.0;1;0;CC;19;R;0.01765732;0;
714;MCM;15;66.5;1;3;CC;20;R;0.01172569;3;
715;MCM;16;74.0;1;0;CC;19;R;0.03504932;0;
716;MCM;17;76.5;1;3;CC;17;R;0.01998523;3;
717;MCM;18;84.0;1;0;CC;20;R;0.02891123;0;
718;MCM;19;86.5;1;3;CC;19;R;0.01616343;3;
719;MCM;20;94.0;1;0;CC;20;R;0.02293949;0;
720;MPO;1;2.0;1;0;baseline;11;R;0.04670578;0;
721;MPO;2;4.0;1;0;CC;20;R;0.0329291;0;
722;MPO;3;6.5;1;3;CC;9;R;0.06408766;1;
723;MPO;4;14.0;1;0;CC;8;R;0.06384277;0;
724;MPO;5;16.5;1;3;CC;9;R;0.05136425;1;
725;MPO;6;24.0;1;0;CC;10;R;0.04178712;0;
726;MPO;7;26.5;1;3;CC;11;R;0.04662416;1;
727;MPO;8;34.0;1;0;CC;12;R;0.05338968;0;
728;MPO;9;36.5;1;1;CC;15;R;0.06377768;2;
729;MPO;10;44.0;1;0;CC;9;R;0.05091496;0;
730;MPO;11;46.5;1;1;CC;7;R;0.06780989;2;
731;MPO;12;54.0;1;0;CC;9;R;0.03632015;0;
732;MPO;13;56.5;1;1;CC;10;R;0.06737974;2;
733;MPO;14;64.0;1;0;CC;14;R;0.02319588;0;
734;MPO;15;66.5;1;2;CC;12;R;0.06211586;3;
735;MPO;16;74.0;1;0;CC;8;R;0.03145373;0;
736;MPO;17;76.5;1;2;CC;11;R;0.05238107;3;
737;MPO;18;84.0;1;0;CC;11;R;0.04402479;0;
738;MPO;19;86.5;1;2;CC;12;R;0.05312435;3;
739;MPO;20;94.0;1;0;CC;14;R;0.02899347;0;
740;MPO;1;2.0;2;0;baseline;11;R;0.05167886;0;
741;MPO;2;4.0;2;0;SHAM-CC;12;R;0.02881996;0;
742;MPO;3;6.5;2;1;SHAM-CC;11;R;0.05256762;1;CC
743;MPO;4;14.0;2;0;SHAM-CC;9;R;0.05694445;0;
744;MPO;5;16.5;2;1;SHAM-CC;10;R;0.07246;1;CC
745;MPO;6;24.0;2;0;SHAM-CC;10;R;0.05256853;0;
746;MPO;7;26.5;2;1;SHAM-CC;8;R;0.03571886;1;CC
747;MPO;8;34.0;2;0;SHAM-CC;16;R;0.03009632;0;
748;MPO;9;36.5;2;2;SHAM-CC;11;R;0.0147198;2;CC
749;MPO;10;44.0;2;0;SHAM-CC;8;R;0.05305689;0;
750;MPO;11;46.5;2;2;SHAM-CC;8;R;0.06769976;2;CC
751;MPO;12;54.0;2;0;SHAM-CC;10;R;0.03720075;0;
752;MPO;13;56.5;2;2;SHAM-CC;14;R;0.04712582;2;CC
753;MPO;14;64.0;2;0;SHAM-CC;20;R;0.02657954;0;
754;MPO;15;66.5;2;3;SHAM-CC;20;R;0.02715312;3;CC
755;MPO;16;74.0;2;0;SHAM-CC;13;R;0.0593068;0;
756;MPO;17;76.5;2;3;SHAM-CC;13;R;0.06585534;3;CC
757;MPO;18;84.0;2;0;SHAM-CC;6;R;0.04531149;0;
758;MPO;19;86.5;2;3;SHAM-CC;7;R;0.05899377;3;CC
759;MPO;20;94.0;2;0;SHAM-CC;8;R;0.04750725;0;
760;MPO;1;2.0;0;0;baseline;11;R;0.04956058;0;
761;MPO;2;4.0;0;0;AC;9;R;0.05261033;0;
762;MPO;3;6.5;0;2;AC;20;R;0.04025428;1;
763;MPO;4;14.0;0;0;AC;8;R;0.06048534;0;
764;MPO;5;16.5;0;2;AC;7;R;0.06806391;1;
765;MPO;6;24.0;0;0;AC;10;R;0.05202108;0;
766;MPO;7;26.5;0;2;AC;12;R;0.05401346;1;
767;MPO;8;34.0;0;0;AC;7;R;0.06076828;0;
768;MPO;9;36.5;0;3;AC;7;R;0.03816153;2;
769;MPO;10;44.0;0;0;AC;9;R;0.05616001;0;
770;MPO;11;46.5;0;3;AC;12;R;0.04751308;2;
771;MPO;12;54.0;0;0;AC;9;R;0.03691564;0;
772;MPO;13;56.5;0;3;AC;20;R;0.01499397;2;
773;MPO;14;64.0;0;0;AC;18;R;0.01871069;0;
774;MPO;15;66.5;0;1;AC;20;R;0.02588557;3;
775;MPO;16;74.0;0;0;AC;13;R;0.03230207;0;
776;MPO;17;76.5;0;1;AC;14;R;0.06596341;3;
777;MPO;18;84.0;0;0;AC;20;R;0.02013796;0;
778;MPO;19;86.5;0;1;AC;6;R;0.07067587;3;
779;MPO;20;94.0;0;0;AC;7;R;0.06019286;0;
780;NRS;1;2.0;2;0;baseline;9;R;0.08388309;0;
781;NRS;2;4.0;2;0;SHAM-AC;6;R;0.05074206;0;
782;NRS;3;6.5;2;1;SHAM-AC;9;R;0.05942665;1;AN
783;NRS;4;14.0;2;0;SHAM-AC;9;R;0.08850866;0;
784;NRS;5;16.5;2;1;SHAM-AC;10;R;0.05907534;1;AN
785;NRS;6;24.0;2;0;SHAM-AC;7;R;0.06418118;0;
786;NRS;7;26.5;2;1;SHAM-AC;9;R;0.04474749;1;AN
787;NRS;8;34.0;2;0;SHAM-AC;8;R;0.0636785;0;
788;NRS;9;36.5;2;2;SHAM-AC;11;R;0.04333282;2;AN
789;NRS;10;44.0;2;0;SHAM-AC;8;R;0.0603183;0;
790;NRS;11;46.5;2;2;SHAM-AC;13;R;0.0572042;2;AN
791;NRS;12;54.0;2;0;SHAM-AC;20;R;0.02334368;0;
792;NRS;13;56.5;2;2;SHAM-AC;20;R;0.02458634;2;AN
793;NRS;14;64.0;2;0;SHAM-AC;8;R;0.05404613;0;
794;NRS;15;66.5;2;3;SHAM-AC;10;R;0.06500284;3;AN
795;NRS;16;74.0;2;0;SHAM-AC;6;R;0.03962253;0;
796;NRS;17;76.5;2;3;SHAM-AC;10;R;0.04350636;3;AN
797;NRS;18;84.0;2;0;SHAM-AC;8;R;0.05087844;0;
798;NRS;19;86.5;2;3;SHAM-AC;10;R;0.03727217;3;AN
799;NRS;20;94.0;2;0;SHAM-AC;7;R;0.04450298;0;
800;NRS;1;2.0;0;0;baseline;10;R;0.07016432;0;
801;NRS;2;4.0;0;0;AC;13;R;0.04709885;0;
802;NRS;3;6.5;0;1;AC;13;R;0.07826595;1;
803;NRS;4;14.0;0;0;AC;12;R;0.08124636;0;
804;NRS;5;16.5;0;1;AC;12;R;0.06753151;1;
805;NRS;6;24.0;0;0;AC;11;R;0.05542161;0;
806;NRS;7;26.5;0;1;AC;19;R;0.04709222;1;
807;NRS;8;34.0;0;0;AC;11;R;0.08855341;0;
808;NRS;9;36.5;0;2;AC;10;R;0.07338415;2;
809;NRS;10;44.0;0;0;AC;11;R;0.07352746;0;
